query_index,query_name,candidate_rank,candidate_name,overall_score,weight_pattern,token_overlap,core_ngram,core_levenshtein,keywords,ngram,levenshtein,type_pattern
54,Honey Stixx - 2Pk - Crystal - Jack Herer X Blue Dream - Sativa,3,Grape Gas Honey Crystal 1.0g,47.56,0.0,20.0,35.44303797468354,35.44303797468354,22.22222222222222,31.11111111111111,31.11111111111111,50.0
54,Honey Stixx - 2Pk - Crystal - Jack Herer X Blue Dream - Sativa,4,Fried Strawberry Honey Crystal 1.0g,46.83,0.0,20.0,34.883720930232556,34.883720930232556,22.22222222222222,30.927835051546392,30.927835051546392,50.0
54,Honey Stixx - 2Pk - Crystal - Jack Herer X Blue Dream - Sativa,5,Gello Shotz Honey Crystal 1.0g,46.51,0.0,20.0,34.5679012345679,34.5679012345679,22.22222222222222,30.434782608695656,30.434782608695656,50.0
55,Honey Stixx - 2Pk - HTE Batter - Chemdawg X Durban Cookies - Hybrid,1,Nectarine Jelly Liquid Diamond Vaporizer 1.0g,43.67,0.0,0.0,35.64356435643564,35.64356435643564,0.0,28.57142857142857,28.57142857142857,50.0
55,Honey Stixx - 2Pk - HTE Batter - Chemdawg X Durban Cookies - Hybrid,2,Smarties Sugar Cone *2 Pack* 1.0g,42.91,0.0,0.0,34.883720930232556,34.883720930232556,0.0,28.000000000000004,28.000000000000004,50.0
55,Honey Stixx - 2Pk - HTE Batter - Chemdawg X Durban Cookies - Hybrid,3,Jet Fuel Gelato Sugar Cone *2 Pack* 1.0g,42.44,0.0,0.0,34.40860215053764,34.40860215053764,0.0,29.90654205607477,29.90654205607477,50.0
55,Honey Stixx - 2Pk - HTE Batter - Chemdawg X Durban Cookies - Hybrid,4,Watermelon Crush Sugar Cone *2 Pack* 1.0g,42.07,0.0,0.0,34.04255319148937,34.04255319148937,0.0,29.629629629629626,29.629629629629626,50.0
55,Honey Stixx - 2Pk - HTE Batter - Chemdawg X Durban Cookies - Hybrid,5,Ice Cream Cake Liquid Diamond Vaporizer 1.0g,42.03,0.0,0.0,34.0,34.0,0.0,28.828828828828833,28.828828828828833,50.0
56,Honey Stixx - 2Pk - Crystal - God's Gifts X Permafrost - Hybrid,1,GMO Honey Crystal 1.0g,55.25,0.0,25.0,40.54054054054054,40.54054054054054,25.0,32.94117647058824,32.94117647058824,50.0
56,Honey Stixx - 2Pk - Crystal - God's Gifts X Permafrost - Hybrid,2,Grape Gas Honey Crystal 1.0g,50.73,0.0,20.0,37.5,37.5,25.0,30.76923076923077,30.76923076923077,50.0
56,Honey Stixx - 2Pk - Crystal - God's Gifts X Permafrost - Hybrid,3,Gello Shotz Honey Crystal 1.0g,49.82,0.0,20.0,36.58536585365854,36.58536585365854,25.0,30.107526881720425,30.107526881720425,50.0
56,Honey Stixx - 2Pk - Crystal - God's Gifts X Permafrost - Hybrid,4,Pineapple Express Honey Crystal 1.0g,49.59,0.0,20.0,36.36363636363637,36.36363636363637,25.0,28.282828282828287,28.282828282828287,50.0
56,Honey Stixx - 2Pk - Crystal - God's Gifts X Permafrost - Hybrid,5,Wedding Cake Honey Crystal 1.0g,49.37,0.0,20.0,36.14457831325302,36.14457831325302,25.0,29.78723404255319,29.78723404255319,50.0
57,Honey Stixx - Flavored - Huckleberry OG - Indica,1,Honey Beltz Live Resin 1.0g,49.93,0.0,25.0,38.70967741935484,38.70967741935484,20.0,34.66666666666667,34.66666666666667,50.0
57,Honey Stixx - Flavored - Huckleberry OG - Indica,2,GMO Honey Crystal 1.0g,49.92,0.0,25.0,38.70967741935484,38.70967741935484,20.0,28.57142857142857,28.57142857142857,50.0
57,Honey Stixx - Flavored - Huckleberry OG - Indica,3,Gello Shotz Honey Crystal 1.0g,48.19,0.0,20.0,37.142857142857146,37.142857142857146,20.0,28.205128205128204,28.205128205128204,50.0
57,Honey Stixx - Flavored - Huckleberry OG - Indica,4,Hawaiian Runtz Honey Crystal 1.0g,46.66,0.0,20.0,35.61643835616438,35.61643835616438,20.0,27.160493827160494,27.160493827160494,50.0
57,Honey Stixx - Flavored - Huckleberry OG - Indica,5,Grape Gas Honey Crystal 1.0g,46.34,0.0,20.0,35.29411764705882,35.29411764705882,20.0,26.315789473684216,26.315789473684216,50.0
58,Honey Stixx - Flavored - Golden Pineapple - Sativa,1,Golden Pineapple Live Resin Vaporizer 1.0g,83.97,0.0,50.0,46.57534246575342,46.57534246575342,33.33333333333333,43.47826086956522,43.47826086956522,50.0
58,Honey Stixx - Flavored - Golden Pineapple - Sativa,2,Honey Beltz Live Resin 1.0g,51.83,0.0,25.0,40.625,40.625,16.666666666666664,38.961038961038966,38.961038961038966,50.0
58,Honey Stixx - Flavored - Golden Pineapple - Sativa,3,Pineapple Express Honey Crystal 1.0g,51.47,0.0,40.0,33.333333333333336,33.333333333333336,33.33333333333333,30.23255813953488,30.23255813953488,50.0
58,Honey Stixx - Flavored - Golden Pineapple - Sativa,4,Nectarine Jelly Liquid Diamond Vaporizer 1.0g,47.11,0.0,0.0,39.08045977011494,39.08045977011494,0.0,31.57894736842105,31.57894736842105,50.0
58,Honey Stixx - Flavored - Golden Pineapple - Sativa,5,Jet Fuel Gelato Sugar Cone *2 Pack* 1.0g,46.01,0.0,0.0,37.9746835443038,37.9746835443038,0.0,33.333333333333336,33.333333333333336,50.0
